TEXT,label
赛博丁真好歹是自己靠剪辑技术和话术能力吸引纯不懂的群体，丁真是个啥。,1
逆天xxn 一个店名给它看生理不适了,1
低龄？滴能！,1
透的洋批越多不就越显得洋批廉价么,1
反转了，他舍友是你未来的爹,1
透的时候让她叫你baba就行了,1
你真是比垃圾袋都还能装,1
看见别人有浮木就急了,1
私募中医粉别恶心人了,1
小鬼没这耐心,1
老东西还怪会刷流量勒,1
你怎么说话这么装？五星天皇？,1
卧槽，羡慕你的才华，我看到他属地云南只想到让他贩毒,1
这不是⛵？什么时候孙吧鉴别能力这么低下了？,1
下跪了，求求你把v给我吧，我见第一眼就爱上了你，你是我人生中的灯塔，照射我前行的道路，一天看不见你我就感觉窒息，整天昏天黑地的生活着，你就是我的明天，没有你我的世界是不会开花的,1
楼主分明都对这女的没意思了还要和她纠缠这么久，果然还是锁死最好,1
这种人就属于不会做人，将来上了社会有的是人教他怎么做人,1
怎么不把你气死呢，是不是欠收拾了,1
ghg啊一句话就送走了全世界的女性上天堂，其中还有她妈妈。,1
世界一滩臭水，就是你的旁观无所作为所致。,1
透的洋啤越多不就越显得洋啤廉价么,1
一个天天靠卖淫拿她男主人钱花的妓钕罢了，男主人快死了再偷走他一半财产,1
小仙女开车停路边，狗子下车，被老太太三轮车碰到了，小仙女急眼了，报警了，说给它的狗子碰伤了，要去医院检查，还说狗怀孕了，要老太太赔钱,1
不愧是花科✌，真是文采斐然,1
小东西还挺凶的，奶瓶给你打掉。,1
“您脑子里的水是为了浇灌您心里的碧树嘛？”,1
不能，我们和舔狗一起抢食吃,1
8u是你爹啊，一巴掌扇过去看看你还发不发电,1
年轻时就没脑子，老了更没脑子 不是恶意诋毁，我看了也急,1
孙吧没有牛头人，牛头人滚出孙吧孙吧只有小丑,1
要是以后你对象不天天八抬大轿供着你出门 碗筷都是日本人洗过七遍的 家门口都有个英国伦敦口音的管家看门 我都看不起你 大傻缺,1
她是畜生，你也有点fv,1
你自己跳吧，别出来当答辩了,1
你多少也是有点问题,1
不然这样吧，既然你也不知道怎么办，我给你两个选择，1.让你爸蔉，2.让她蔉,1
那你平时吃的东西都是从卫生纸里拿的？,1
有电脑还会玩原神这种垃圾游戏,1
吧主是我儿,1
我也觉得，动不动就宝贝看着都恶心，不管是男的女的，看着都想吐,1
不敢逼他，把它问急了跑了就没乐子看了,1
性别一换照样挨喷。虾剥好了用卫生纸装起来放到口袋里给别人吃，不说卫不卫生不觉得恶心吗,1
狠狠地输出她 让她知道,1
纯畜生白眼狼，她似了就没事了,1
这是黄色废料彻底入脑了，没救了,1
这种男的怎么可能会动真情到处钓鱼的脑瘫像八辈子没见过女的一样,1
你为什么还在理她呢她不会理性思考这是对人的礼貌与尊重，她只会和好姐妹在背后****吊着她，等她通过各种手段让你心再次偏向她后，你就知道什么是地狱了,1
博爱是吧那么这个贴我只能说好死,1
别人不是生来没有楚女墨 难道还是被富哥透破了吗造女孩子黄桃的瞎透男找到了楚女墨就是福泉志的谎言 是媚男的印记,1
在她变成科莫多龙之前我不会说一句话,1
下面放聊天记录#仙男#,1
您刚从咸菜坛子里出来？可真闲,1
自己三千要求对方一万,1
一个天天靠卖吟拿她男主人钱花的妓女罢了，男主人快死了再偷走他一半财产,1
那你点进来干鸡毛,1
桌角吃进脑子里了?,1
那你提你奶奶的♀大学生呢？还辅助，不就是想迅速找两个异性高手给她解决问题？人家题主自己都没觉得有问题，你们这帮rz开始脑补了,1
长得又创意活得有勇气 。,1
我当时的心情想过去是直接一把把那个挫男给刀了,1
你又知道是不是了？几岁啊,1
这些母狗拍自己就化妆滤镜美颜拉满，拍别人就很随便，真踏马,1
飞机打上天，给你带来了什么启示？,1
平常拿金箔擦嘴是吧。。,1
贴吧的小丑别嫉妒 妹妹对我很有礼貌 这把必定拿下,1
放屁。赡养义务不包括做饭请客。遇到这种老逼登，直接断绝关系，赡养费每个月按照法院判的给点儿钱当施舍给叫花子。这不比现在轻松多了？,1
?你想颠覆什么 你发这些什么意思,1
Joker呀，暗示什么,1
不如原神,1
抑郁还不赶紧分，那天把你啥了,1
骚刚每天打呼噜响彻天际，好像那个嗓子里卡了一头老牛蠢驴和拖拉机，让他去医院检查一下，怕他猝死了他也不去，拍醒它的下一秒呼噜声又会起来，我们现在每天晚上睡觉都要带耳塞，简直就是地狱,1
这些女的真脸和尸体一样还说别人啊虽然假脸也丑,1
说白了，吧里一群脑瘫人丑没人要，想玩又不敢，人怂又怕死，活该,1
我实在是看不懂这些弱智操作，这女的哪里好了，一次又一次的提钱，每一次都能屈服的给钱......,1
4，飞盘高手2的升级版，堵在门口后死活不让我端过去，一定要自己端，然后啪的一下没接稳摔了，你踏马真有毛病啊？,1
牙长得跟戴佳伟一样,1
有母式做题就是快,1
tm你是富到逆天了，适当请一下差不多了，顿顿给人家出钱，得亏你是当兵的，这都没发现不对啊,1
分不分先不说，你以后能不能不要这么恶心！还发出来让这么多吧友想吐！什么都报备，还各种对不起我错了,1
还有很多机会，你觉得隔应接受不了，那就好好谈个母胎单身的母鼠结婚不香吗？能母胎单身到二十几岁的母鼠，长相过得去的多半也有洁癖，你别批瘾犯了。我在孙吧之前看到过一个帖子，内容是大概是女朋友因为我不是雏男选择分手了,1
能不能给你那破博弈字体换一换啊,1
男人送几十的确实下头,1
人家减肥减腰减屁股，为什么你非要从脑细胞开始？,1
打的好，父母又没原则性错误，当子女的这样埋怨父母已经是不孝了，还半夜踹父母房门，这要是我弟我妹这样干，我话都不说一句上去直接踹。越发癫我打的越狠，不往容易受伤的地方打就行了，腿上屁股上随便踹，放心打不出来事，最多疼几天。,1
xxn,1
你纹你的，我歧视我的，大家都很自由捏,1
逆天！！！,1
还真是，江西经典钱少事多消费高，小领导大架子，处处形式主义,1
关于相处两年，才知道对象是XXS这件事。,1
这下真是全国各地可飞了,1
这女的是不是有点毛病,1
哥也是甘肃的，班里另一个甘肃的女生也逆天，不是TM甘肃是不是水有问题啊,1
我日你妈,1
偷外卖的都是点活不起的剑冢,1
男的恶心起来也比下水道的蛆还恶心啊 兄弟你不会是被女的骗过吧 不然也不会这么应激,1
不懂立法就别脑补，很幼稚,1
搞笑,1
自己老婆不忠的，怕不是龟,1
恕我直言，这个社会对女的太宽纵了，犯了事也可以不追究，追究起来也可以大事化小，还打架，遇上我，没有法律在，这五个女的，要不要她们的名，取决于我想不想下死手,1
快点儿发老东西。,1
抑郁还不赶紧分，那天把你杀了,1
滚nm的什么傻逼,1
楼主汉奸,1
你这种芬宏那c最该死,1
院子怎么不发nt视频了？,1
天dy刷xxn 导致我现在22一点谈恋爱的意向没有,1
快进到离婚打官司男方获得0.5%财产,1
流量女星至少还是正八经演了电视剧电影的，不说演技有多水，至少是个工作。肖战之流也是，至少人家真干了工作，丁真真的是啥也没干，别告诉我配合摆拍几个没有技术含量的视频算工作。,1
庇荫犯了属于是，搁这玩尬的,1
跟xxn有什么区别不知道，跟你们的区别就是，不会被xxn爆金币，不会变成冻肉躺冰箱里，也不会被xxn亲爹图了满门,1
我之前在食堂遇到个巨大的非常大的坦克我也顺嘴说了句坦克然后就是眼光直视我仿佛要把我看穿,1
原神都不玩？,1
抄个皮怎么那么墨迹,1
屁股都烂了还上厕所这么慢,1
我的评价是，这还不跑？你是沸物？我对象昨天刚跟我检讨最近和我说话说的少，并且之前还是她先给我爆了两次金币不过鼠鼠也不是小气鬼，后来爆回去了，比她两次爆的加起来还多。你真窝囊,1
这种在我看来就是鶸痣,1
你塔姆今天别想上桌了棍倒阳台去吃,1
借楼，一眼编打脸了会自己发出来？明显是和姚玉玲一样男的yy,1
给你脸你得要，与你说话是客气。,1
这老登确实欠,1
我看你这不是吐真言，完全就是被说急了无脑喷粪,1
要么视频没看就犬吠要么纯纯没脑子,1
逆天朋友圈,1
妹妹带的是什么表呀？太好看了，好表啊！,1
滚nm的什么鲨彼,1
你真是个晚餐跟你这种dinner没法交流 拉黑了,1
照片搞出来威胁她给你当星怒的,1
酒吧里还有人奔着谈感情去的？,1
回复 贴吧用户_J5GCEVU  :老东西，和她说：那我没破你处，就不给你房子，车子，票子了,1
小仙女竟在我身边。平时一直给我推荐这个吧。我也时不时看一下。,1
关我屁事，活该,1
腿真行，脸不行,1
你能把她气到icu,1
天天发你爹？,1
不如去玩原，这样别人只觉得是原神导致的，而不是你本身就这样,1
这还不分手？给人当atm当出高潮来了？,1
老登只想抱孙子，并不会考虑你的感受和孙子的未来,1
波司登都比这个有设计，这玩意纯纯的祖传单调配色+显眼刺绣，真的土，不知道有啥好穿的。贵的羽绒服上万的多了去了，有钱人也看不上这玩意吧,1
波刚真恶心，xxn一般都是丑n，靠这个能鉴别个89不离10,1
冷知识，你们当成亲爹一样各种连洗带护塑造成一个受害者委屈人设的幻风是真投毒威胁过身边人，精子哥的小作文一直放不出来被嘲讽薛定谔的小作文，而你大安爹一句几十万私信你们这群液盅东西又全信了,1
健身人士一定很喜欢这个帖子 因为这帖实在是弱智,1
飞天上智障,1
要发就正常发，要么不发，你这不纯e心人吗,1
淫水回流大脑，音地控制思考,1
更这么慢 不骂你骂谁,1
热恋期小情侣觉得对方可爱没什么，但是没有过被人爱经历的滴能只会觉得是抠搜，连热恋期的感觉都没尝过的人不知道什么才叫两情相悦，一眼丁真鉴定为缺爱波刚,1
分了吧！楼下五金店买把工具。,1
现身说法了属于是,1
我家狗崽崽性功能强你要不要拿一根胡萝卜塞塞？,1
这货纯傻狗，在贴吧被骂，在小红书也被骂,1
你这个骗子，大家不要相信你。,1
这种在我看来就是弱智,1
你是个废物，你什么都做不好。,1
脑谈,1
狩猎时代，哪来的小麦给她吃？吃点浆果野果得了,1
长得丑才叫胖，我这种叫丰满,1
要不你去美国试试。直接一个清空弹夹,1
这种脑回路的人挺多，放到大自然都属于自然淘汰的那种。,1
冷知识，你们当成亲跌一样各种连洗带护塑造成一个受害者委屈人设的幻风是真投毒威胁过身边人，精子哥的小作文一直放不出来被嘲讽薛定谔的小作文，而你大安跌一句几十万私信你们这群野种东西又全信了,1
就现在女性的消费观，没有灰产没有舔狗，有多少能养活自己的,1
经典倒打一耙唬龟龟这一招最好用了捏,1
鼠鼠也看过，但是哥们你是不是有所误解，别人佐为是引导新腾广的成长，三观正确！你tm和一个小仙女藕断丝连，忍受家暴还怀念，我只能说，当断不断，反受其乱，再说了，你踏马不会再找一个女朋友？全世界只有家暴女？,1
问问价≠我要卖,1
我最厌烦的是那种欺骗的，比如你就是个炮王海王，打个什么各自钉子酒吧夜店月抛，那这种人敬而远之就好了。怕就怕那种装的人模狗样，实际背地里是反差还装纯回老家找个老实人接盘那种,1
上帝把智慧洒满人间，却给你打了个伞,1
我都怀疑你是不是真当过鸭,1
什么dinner，话都不会说,1
你是真没救了，谈恋爱又不是结婚难不成给你整个大钻戒？,1
不是你一个atm问这么多干嘛,1
袁世凯李鸿章都没急，某些人急什么,1
有意见憋着，不然牛牛给你嗦烂,1
祝你不孕不育，儿孙满堂。,1
去了国外的确实成极端女权可能性很大，之前有个高中同学，去了趟国外回来也打拳了，我觉得主要是丑人多作怪,1
跟傻子一样,1
符合对小红书用户的刻板印象,1
臭鞋糯米鸡还在lpl，他是不是以为自己拿了个解说杯就以为自己很厉害吧,1
出于好奇买了一盒 纯狗史 电子烟都比这个好抽,1
开车的有点素质行吗？敢挡xxn的路,1
为什么要求别人的时候，不先看看自己有什么呢要求对方180+帅，自己就得165+c奶对方清本清博，是不是自己得北本北博要求对方赚钱，是不是看看自己赚几个钱，清华博士毕业做博后你都看不上，那请问你几千块钱没事就在家扣自己的b，你就瞧得起你自己,1
好似，开香槟,1
笑死全是女的,1
这证明这部分xxn从根源上，从世界观价值观人生观上扭曲了，连最基本的道理与黑白是非都无法分辨了，那它们毁灭的那一天只会来得越来越早捏,1
银水回流大脑，音地控制思考,1
学历封顶是初中，不能再多了,1
我个人感觉挺幼稚的，感觉给小孩看正好，不过我小时候都是看成龙历险记这些，看不上这种低能剧情,1
女的无非批瘾犯了呗，你喜欢就拿下，不喜欢就别跟她说话不就得了,1
小东西还挺会串,1
笑死，脑子萎缩的芬宏看人家幸福美满眼红了？,1
谁在帮女性说话你们都看不出来，简直就是智障。说是钓鱼的一律是帮女性的洗地,1
真是个烂好人,1
没问题是没问题，假设有车有房可以找更年轻一点的，35，可以找30的，不是说女的一定要下嫁，男人永远会喜欢更年轻漂亮的,1
你怎么跟个撒子一样,1
再臭也没有她的beta臭,1
上去一脚把西瓜踢碎也别让他吃,1
看到xxn对自己人也这样我就放心了,1
相亲带闺蜜，洞房你们是不是还要观摩啊？朋友聚餐就朋友聚餐，从头到尾没看出答主有付钱的意思，这就是“帮助”是吧，我们xxn果然是天生就有爱人的能力啊，请讨口子吃饭花一千多，你怎么一直不说自己工资多少啊，这么随意。第一次见讨口子还嫌弃主家的。,1
1，跟抽tm立白洗衣粉一样,1
"Rt, 楼主最近训练的GB舔狗约克郡女孩儿，豪放的咧",1
你被弱智钓到了,1
对你封建罢了，跟别人谈的时候就浪，跟你谈就要婚后,1
出生的时候少了哪根染色体吧？太逆天了,1
一般这种我不看直接骂,1
妥妥的蛇精病嘛,1
女鼠鼠？脑婆脑婆我给你下跪了，求求你把v给我吧，我见第一眼就爱上了你，你是我人生中的灯塔，照射我前行的道路，一天看不见你我就感觉难过，整天昏天黑地的生活着，你就是我的明天，没有你我的世界是不会开花的,1
我划过别人车，还成功栽赃给别人,1
交给你个艰巨的任务，不停地做圆周运动，这是你能做的最大贡献了。,1
惯不了，爆地点，我暑假把他鲨了,1
没谈过质量好的女人吧 谈过对这些烂裤裆一点感觉都没,1
长的帅就是有优势啊，实话罢了。以前古代做官都要帅哥呢，长的丑你才华再高也没用，面试就刷掉,1
185才80斤？谁家骨架,1
哪有射？我看你是批瘾犯了,1
就是一堆喜欢搞政治正确的奇葩，不允许别人歧视某些逆天群体。再深入一点分析，就发现是xxn想限制正常男性的言论自由才发明了这词,1
不要把自己想的这么好 还纯爱战神 你21岁拿什么贷款50万 就算贷到了 拿什么还 不还是靠父母 👻男死一死,1
什么倒霉老婆，你怎么和她结婚在一起的，这倒霉玩意怕不是故意想恶心你,1
老东西给我磕一个,1
小屁孩事还挺多,1
关于情绪不稳定这点，我觉得如果她能意识到，说明她还是有点自知之明的，能控制一下的，就怕有的活了38岁还不知道自己是个什么b样子,1
你被若志钓到了,1
不行啊，太正能量了，我眼要瞎了,1
nt，二手货事小，欺骗是大，满嘴胡花炮火车，找再多借口也是骗子，骗子是最恶心人的，现在骗小，以后骗大，想清楚吧，我是建议分的,1
fw啊，你不承认是你推的她，她哪来证据说是你推的导致她骨裂的,1
甚至有点细狗。,1
真的有吗？这种人太魔幻了吧，不敢想象怎么在他周围生存下来的,1
嘴巴上长的是梅毒疮吗,1
小头控制大头以后有你后悔的,1
"事实胜于雄辩，但雌辨胜于事实，脂肪压迫了声道，大脑连接了欢乐豆，一动脑就爽死了，银地链接大脑，高朝代替思考,摘蘑菇没洗手我看是扣出幻觉了，读的书叠起来没有音醇厚，下回发言之前把紫色心情调最大档插脑子里震震，也算是说话前动了脑了",1
立牛魔的人设 喜欢就上 不喜欢就拉倒,1
嘴巴上长的是没读闯吗,1
你的钱就是她的，她的钱是她自己的,1
你怎么跟个傻子一样,1
不敢发自拍都是在YY，不仅欺骗自己也是在欺骗吧友,1
化淡妆其实还可以。浓妆真的恶心,1
真要有帅气富二代 她闺蜜不自己留着？,1
快进到小丑环节捏,1
你长得这么有安全感，不会有危险的,1
太反人类了，建议发配火星发展成火星文学，地球的氧气对于她们来说都是多余的,1
不熟他还在那里乱叫明显就是想表现，不行了就戳穿他可怜的自尊心,1
急了？xxs，猛猛吸一口吐你脸上,1
怎么？有男的在怕吃你卫生巾？你该借就借不就完事了？读完高中上女校，躲三年是吧，出了社会几十年，我就不信你能给自己永远封闭在自己构建的只有小仙女勾心斗角的世界,1
我也没花你钱也轮不到你说我,1
一头猪的猪板油炼出来的都没她多估计,1
你自己买吧，别恶心8u了,1
这个dinner你也学是吧你比dinner还dinner,1
我希望你失败，你活该。,1
2024年年度小丑宣传贴,1
吃饭都能被噎死，你绝食吧,1
就是假的，通过别人好友请求时根本不是那样的。不少dinner非得杠。,1
建议把有艾滋的和吸毒的豆沙了,1
贴吧，但是感觉挺像小丑的我就又删了,1
xxn又开始以偏概全了，呢我还说我见过女的要给人当肉便器的。天天在这yy挑起性别对立。有这法典的时间不如抠抠自己,1
刻薄嘴欠和幽默是两回事，别把没教养当做有气场,1
nnd 你小子油盐不进是吧,1
放大看露点了，黑黑的葡萄,1
他都玩原神了，你还想怎么样,1
没办法。小仙女白塔都烂完了说感情白纸说到痛处了,1
女性员工不会做这种事，鉴定为男的反串,1
什么逆天xxn,1
恶臭的名字，干拗的面孔，引人不适，还大言不惭说自己是好人，奖励哥坏人！,1
棒子传统体育的素质确实太差了,1
华为被一群狗到处咬，搞得像做了什么叛国的大事一样#(吐),1
小脑发育不完全 大脑完全不发育,1
和我当室友吧，皮炎都给你,1
有说让老人一个人在家吗，怎么，你照看就能确定一点问题不出,1
有意见鳖着，不然妞妞给你嗦烂,1
我一直想要个女儿，但真怕变成生物爹,1
操个批怎么那么墨迹,1
你这哪里来的逻辑？抛开事实不谈？同样的考试？同样在哪里？,1
这种一般和我一个病房,1
你跌在说戒不了炉管的废物 没想到废物自己就对号入座了,1
有男闺还谈个集贸啊,1
楼主，我找到个小丑，打开前置摄像头就能看到啦,1
小仙女其实很怕霸体的，说真的，在低端局，小仙女甚至打不过孙笑川，只不过最近很多小仙女穿三视频带节奏，搞的小仙女特别强，真的，不如神里绫华和界徐盛，门酱等,1
你有没有想过是你自己的问题，她换个别的男的，说不定服服帖帖的，,1
孙贼，你挺会玩啊,1
觉醒觉多了,1
加上可爱特效，以为自己呆萌可爱，在我看来这纯属是dinner中的dinner，先给他四个一人一巴掌,1
你的智商和喜马拉雅山的氧气一样，稀薄。,1
错误的，马桶回来还要祸害人,1
出事就好死,1
劲夫说的对不愧是女人克星，评价总是一针见血的,1
经典准备买车,1
你真是个烂人,1
杀马特团长你等着我，我和你没完，你等着！！,1
把她约出来，看能不能日，日了再说,1
这种一般和我一个病房，你出去吧 这床以后归她,1
相由心生，猪头猪脑,1
我都没敢看给你发鸡毛,1
嘴巴如果闲得慌不如去公共厕所挨个把马桶舔干净 做个人人称赞的好东西,1
他爹要是知道他是这玩意，早把他擦纸上了,1
她父母放弃治疗了她还愿意回老家  怕是专门出来钓人治病的  然后真让她钓到一个,1
人情世故确实是糟粕中的糟粕，有用也只是损人利己式的有用,1
老东西说话就是刀刀入肉,1
你不是演小丑的那个？你真意识不到啊,1
你跌在说戒不了炉管的飞舞 没想到飞舞自己就对号入座了,1
大学生没事干建议去哔站看抽象编年史军师姜伯约的，易拉罐速成班，教你早日成为易拉罐中的人上人,1
长的太丑了，一无是处，只能来网上找存在感,1
这个脑子没蛋大的家伙，不会连感人贴都要鉴定吧,1
被骗还还咬上了是吧,1
这个是真难绷本来以为不是男女朋友，直到看见坦克从男朋友碗里夹菜才确定这个事,1
你直接纹个原神吧,1
你老婆是不是没爹,1
又撅醒了是吧,1
BYD吃太饱了,1
有没有可能是她转述的时候美化了一下，原话还是屎,1
别人不是生来没有楚女墨 难道还是被富哥投破了吗造女孩子黄桃的瞎投男找到了楚女墨就是福泉志的谎言 是媚男的印记,1
这个版本是让你来当曹操NTR的，不是让你来当纯爱战士的，趁她还没报警透了就赶快跑，好女孩别辜负，坏女孩也别错过,1
京✌果然够牛,1
小丑哥布林也好意思来,1
兄弟。我虽然这一段感情有点小丑，但我某种意义上算是老手，我就说一点，别给女的花钱，给自己花钱。,1
是玩牙签乱跑的小xxn,1
运动场、战场上的女人那叫顶半边天，在一个酷似猪窝且只有2平米范围能站脚的出租屋里刷着dy逛着小红书拍个视频说**，兜里掏不出79块钱160斤底子好微胖的xxn那叫顶半扇柜物。,1
早就脱了她们的衣服，仑涧她们,1
一眼中专哥，0,1
虽然工资低 但你需要干的活多呀,1
一般这个时候，你为这个b花钱还没感觉的话，这也太龟了,1
你是哪个村的猪这么膨胀？,1
你这种玩原神的不配说话,1
化淡妆其实还可以。浓妆真的ex,1
这不是恰好说明我们山冻女人好看？你是酸了？,1
老东西先顶着，绿牌蓝牌先润,1
好逆天啊，真的假的啊，这女的没事找事吧,1
怎么和xnn一样？,1
找处没问题阿，人家女的不是摆明了说不是了。这楼主还在这问来问去的，确实够恶心的。,1
还多bb啥，不上去抡他？,1
咋了？被撅了,1
可别，龟男就应该要这样对待。支持xxn,1
怎么没有气死你,1
这么会抬杠，工地需要你,1
刚消停了一段时间，又出来找存在感了,1
扣扣得了,1
帅的才能叫男大，丑的叫智慧哥布林,1
所以说有时候人与人之间的差距比人和狗还大，比如复活吧（    ）,1
你真是有病，你跟这种人讲什么理？这种人和那些打拳打魔怔的都是一个类型的，你真以为是个人就能明理？你有在这跟他们吵的时间你干什么不香？,1
俩人年龄加起来没我鞋码大,1
太难绷了,1
她总是妄图傍个爆米的富哥从而飞上枝头变凤凰，上学期傍了一个，结果人家根本不喜欢她，她反而到处肆意散布谣言，让人家难堪,1
这样的，以前恶心xxn，现在恶心我们,1
你是什么品种，怎么这么凶,1
不上去橄牠你怎么好意思发贴,1
太瘦了不好看,1
乐，如何评价,1
离婚带娃脾气差 娶她不就是娶个祖宗吗,1
我 操 私 他 的 妈,1
妮哥和白猪和黄毛xxn可是扒好了小学，翻白了眼睛，伸出了舌头求着人家入呢。,1
刚消停了一段时间，又出来找存在感了，难以想象这种人也有粉丝,1
整个班都没有考上大学的。。传说中的放牛班吧,1
你小子，mxz经典言论是吧,1
atm成精了有了自己的意识,1
她这个条件单看是不过分，但是有车有房的男性根本不会考虑她这种大龄离异带娃还情绪不稳定的女人，宁愿找个条件低些的年轻的没娃的情绪稳定的,1
byd鞋附魔了,1
该死！拉出去枪毙没有误杀,1
拉托答辩在他被窝里,1
这叫制止家庭暴力 懂么？大半夜踹门 这是想干啥？菜 就多练 打不过 就别主动挑事懂么？,1
别人不是生来没有处女膜 难道还是被富哥透破了吗造女孩子黄桃的瞎透男找到了处女膜就是福泉志的谎言 是媚男的印记,1
小头控制大头以后有你后悔的,1
尚桌吃饭吃多了导致的,1
上桌吃饭吃多了导致的,1
怪就对了，小日子这个名族干出什么事都不奇怪，时刻都要提防着,1
真是纯纯的fvv吧，人家住你家当寄生虫也就算了，还对你暴力行为，你这也能一次次心软？没看懂你到底在干嘛，一次有效的反击也没有，再这样你就难受一辈子吧,1
有个新闻是结婚十几年仨孩都不是自己的，相比下来楼主还应该有个亲生孩子。楼主还是倒霉啊，都怪这群xxm 老xn,1
我也来一个你拿了那么多钱，不就是等着被人偷的吗？要想不被偷你就别拿钱出来,1
别人不是生来没有楚女墨 难道还是被富哥投破了吗造女孩子黄桃的瞎投男找到了楚女墨就是福泉志的谎言 是媚楠的印记,1
除了楼主是秒男以外没有任何解释了,1
你有时间去山海经找找自己。,1
哈人，一个剃须刀给了就给了这不赶紧分了你还抢鸡毛,1
任何人工智能都敌不过阁下这款天然傻瓜.,1
为了反而反，见证智障看多了我怕影响我的心情,1
你这出生有点恶心,1
那你提你nn的女大学生呢？还辅助，不就是想迅速找两个异性高手给她解决问题？人家题主自己都没觉得有问题，你们这帮弱智开始脑补了,1
