@微博小秘书??小秘书，本人于?天前申请取消新浪??，系??48???????我，?在都??48小??去了。。。能?我?理下??thanks,0
我想吃火锅。。。。。,0
昨天到家得时候，？李小兔在吃饼干。我洗好手抱他，他正嚼着最后一口，然后看妈妈抱，很熟练的从嘴巴里抠出被嚼碎已经与口水充分混合的饼干，杵到我面前让妈妈吃这这这......那些东西真的很恶心的说，可是看他那期盼的眼神，怎么说也不能伤害儿子的感情吧，于是心一横眼一闭，吃吧,0
，绚烂的小清新,0
喷子天天口头上关心食品安全，结果tm没一个访问过国家食品药品监管局和四川药监局网站，网站上面所有的抽检信息都有，完了到网上放屁，说什么没有曝光具体信息。我觉得喷子应该为自己的智商缴纳智商税,1
广州我到了@周小一@helen-house呆会去朱哥那，有没有偷偷藏妹子，回来给你们爆料！,0
$你可怜巴巴的来跪在我面前提着你老母亲尸骨未寒的躯&&&体恳求我不要将你这杂种跟你婊子妈一同扔进南海火化,1
有意义明天就要好好迎接新的一周,0
怀孕是个极其复杂的过程，我愿尽最大努力帮助患者怀孕，圆他们当妈妈，爸爸的梦想。但是孕期也会出现一些病理情况，如阴道流血，胎停育，胚胎发育异常，流产，妊高症，早产，，，，。you些情况是不可避免的。个别患者提出质疑，责怪，，，，，。,0
??乾巴一碗?已??到37了,0
说你b，我gan觉太对bu起铅笔了,1
现在的一夕匕变态真的是越来越变态了！！吓得我都不敢玩贴吧了[怒][怒][怒],1
第一个完整的瓶子，1000块忒尼玛难了@jing果儿@dgd古月千里@宣武冠岩@汽车与亻尔_杨扬,0
妈的你们不要再秀了看一次气一次等老子有机会来个无敌连环big大boss秀秀你们找不到北草拟们妈的,1
感谢亲的支持与厚爱，我们会更努111力的,0
心甘情愿的无下限的当沙比。一次又一次…,1
我操你妈你也是惊天大婊子了还他妈想给老子泼脏水有这功夫把你自己被野狗咬到路上的肠子收拾收拾塞回自己那张烂嘴里吧再给老子泼脏水你直系亲属死一个手tm这么长逼脸那么大塞你妈子宫糜烂臭气熏天大黑洞里有时间给你妈治性病再倒贴我一下把你爹从坟地里刨出来送去你上班床上跟你打炮看塞得塞不住你的贱嘴,1
你生殖器疱疹还长在你阴蒂外部蛆壳吃着你逼里的金坷拉喝着你屁眼里的淫水和你爸爸双飞在越南跑道泰国人妖场的快感daybyday飞跃你的性病跨越你的种族激射你的快感。,1
不骂人睡的好好的被这母女俩搞醒最关键还拿她的大辟谷顶着我还有理的不行,1
亻尔人丨禽兽死后一定沦为十八层地狱日日夜夜受折磨！,1
感动了,0
当你拿起镜子，看着自我…$$你以为是剩余的，其实吧……你还真是剩余,1
微游记#昨天给公益组织做社交媒体运营的分享会，到达之前没记地址没查地图，地铁到站时手机没电立刻变身路盲，到处找陌生人借$我手机上$$网查地址，遇到不少拒绝和白眼急得我都快哭了最后找到一个小贩买了根充电线（我带了充电宝），总算自救难道钱才是我们最忠实的助手？#一城一故事#,0
这样也可以？现在企业微博真是太有服务精神了……恩，加油~,0
昨天晚上回家，老妈居然给我买了一整套养生堂！！长这么大第一次这么关心我的皮肤a啊啊啊啊啊啊！！！！！,0
md，在权贵阶层眼中，民众jiu是奴役的工具，命不如蝼蚁！,1
利用平台实施犯罪，被人揭发还一个劲的为自己龌蹉行为辩护。这种父母真不要脸。,1
我去你妈6的百度首页每次点进去自动推荐内容必有杨洋而且都是恶评去你妈6的滚你妈6的垃圾百度怎么还不完[微笑][微笑][微笑],1
你婊222子妈子宫被原子弹炸的灰飞烟灭后竟然出现了一片混沌世界幸运的是我在你妈子宫里开天辟地了,1
都。。。市君新收了一个小...弟@河南电视台都市频道,0
是呢，刚刚开始玩微信，真号晚！,0
流氓无赖，死不要脸！无赖,1
？？堵车鸟,0
败姐你够了，款款都好看是要闹哪样！！,0
我即将为你母亲做移植手术稍后你会看到母猪的子宫接二连三的进入你母亲子宫囤积能量,1
【今晚奇人】来自大连的韩先生穿着一身企鹅的玩偶服装就上场啦~还自称是企鹅的“手下败将”原来他是大连一个极地世界的企鹅饲养员，在给企鹅进行健康评估的时候被企鹅一巴掌打中膝盖，单膝跪地。你相信这么大个字男生被企鹅打趴下吗？精彩就在今晚22:00非常了得！,0
如果你能主动让科学家研究，这样对世界了解外星生物的事业作出了很贡献,1
第一次觉得新加坡比日本鬼子还坏！一旦开战，必送达的东风快递，见你姥姥的正义拳去吧！,1
美国和荷兰合法的大麻，在云贵川随处可见。有些人会拿来亻故蛋糕，有些人会拿来打火锅，也有些人拿来当烟扌由！,0
哈哈，体重很重要,0
说不上是66好是坏~~~。!!看新浪是否跟上,0
再说一句，你要是没收钱，你大可以专心致志地祈祷脑残粉去花qian，自己一个屁都别放，悄悄等着赚钱，何必跳出来在一个跟锅脑残粉并不重合的粉丝群体照死里大吹法螺？/就你说的这话，我绝对不会为你作品花一分钱的。抱着作pin和抄袭狗一起死吧。,1
以后做事在乎自己心情多点别人的心情关你ji巴事别人做shi都没有考虑ni你热心个鸡毛,1
道通虚寂，你像百合花一样的美丽??,0
我一定要爆料?演沿途大叫：大?！笑~~~~大?！笑~~~~,0
哈哈哈，我想问大家都安全上楼惠价乐吗？？,0
亻尔人丨绿毛龟还是先去医院把龟头疱疹和鸡儿皮包茎治好，亻尔那袖珍鸡巴用显微镜去找不知道能不能找到。,1
现在又开始了吃de零食喝的饮liao，最新话题是个什么pin牌的咖啡,0
你妈是我家对面洗脚城的，我操你吗都办了会员卡，我操你贴白画的亲娘才华横竖都汁溢，淫诗作对简直一流，我出对：“游湖客偶睹我大调。”你娘亲居然可以回对：“过江人惯肏我续黑比。”,1
就俩人居然给间#总统包#让人情何以堪莱阁果盆套餐吧,0
挫是挫了点，但是就应很有潜力。先将就着吧，反正他也就这样了，姥疼舅舅不爱的,1
新浪，我上chuan照片太痛苦了……,0
足足一小时，报社楼下都没车位，这可怎么办哦？我hold不住了！！,0
我空降你爹*葬礼用你妈子宫弹奏一曲dj版求佛为你爹亡灵超度。,1
呀~谁家的姑娘9这！么幼齿~,0
真的忍不住想桑亻尔两句。虚伪的人啊，收起亻尔那令人恶心的华丽的辞藻吧。,1
铁道部还我d字头10小时的火车！干嘛高铁开了之后d字---头就剩一趟还涨价了！000g字头坐不起啊坐不起！这回真的要破产了！,0
分享,0
233我他妈的把你当朋友。你他妈的却想上我看到@两万三-fia-浙舵能硬起来，口味得多重哦，还说不变态,1
nmb破罐子破摔了，老子就是要供养金三胖，你美日能把老子咋地？老子有十几亿沙比可供驱使呢。[doge]千万不能让国内煤炭企业的工人知道。国内煤炭企业傻了,1
我不是明星#谢谢青姨用法术让我们穿越回了20年前,0
久违了！孟爷爷版的片头介绍，为了避嫌，小编就不说是什么的广告介绍啦！你们懂的！@孟非,0
loli厨房出品#又见,,惆怅的周一好在本周是假期倒计时！今日早餐。八宝粥，蔬菜拼盘是海带，银芽，玉米青豆，胡萝卜。惯例虾饺小笼包各1只。为啥今天虾饺破成那样了？难到蒸的时间太长了？白煮蛋和橘子。乳酸菌饮料一杯，换换口味。,0
zhong感冒的节奏,0
要不是我当年和亻尔女马有人丨美丽的误会此刻也不会有亻尔,1
si去吧,1
选镜头。。dou好贵,0
梦见人家吃桃子，想着自己去洗，然后就没有节操的醒了。于是下楼去看大门锁上没。。。这点儿，这逻辑，三观尽灭啊,0
滚你妈逼⾥撅着去⽼⼦⽤⼤鸡⼋把你杵出来看你妈卷⽑⿊蒂⼤⾎逼下⼀个被骑操三年的倒霉⻤就是你,1
@tfboys组合垃圾东西！你他2妈是买不起一个话筒还是怎么滴？我们捐一个？,1
我只是缺了点钱er已。这么不要脸的一群人。好意思嘛！替你们读那么高的书惭愧。恩相仇bao。全部是坏蛋。,1
最近看美版「masterchef」和「hellskitchen」中毒太深。迷上这位厨艺精湛但节目里经常爆粗口的米其林三星大厨了！收了其三本英文著作，英文+菜谱，有的研究了！,0
喜huan重口味的倒shi可以试试啊！,0
别再回头看傻b了，那种自己傻b见不得别人正常的傻b，自己造成的傻b见别人不跟它傻b了就更傻b的傻b。这样的傻b不论谁都不会回头，遇一次就够了[下雨],1
德州扑克?wpt?明天继续边赛6#今天休息了，去红树林看看传说中的娱乐城。,0
‍反弹给亻尔亻尔去死吧‍智障如亻尔亻尔就别了‍有亻尔就不好了开心就好笑口常开哈哈大笑‍妈呀右边这货还接得下去哈哈哈了却此生手快火兰了,1
唉真不想再转郭抄抄的了，反正有人想chi屎谁能拦得住啊，关键是吃了以后别到处乱泼，还一脸骄傲地说这个屎多么好吃多么香，以后还有希望做成更好吃的菜就好,1
一没女自由行，从机场打的到酒店，没女从的士下来，司机突然赶忙把头伸出窗外，冲着没女大声喊道：“小姐你像鸡！”没女脸一红，扭过头来骂道：“你tm像鸭！”然后的士走了……然后没女追着车喊：“师傅，我相机！我相机！”,0
我一棍子给你打回你妈!!逼里欢迎你在你妈!!逼里看你妈在阴间卖逼看着长枪在你妈!!逼里进进出出捅的你妈肠穿肚烂,1
无良黑心医生还我儿子一个公道来，你们这些畜生，未了自己的利益，就不顾别人的性命，你们的良心何在？请求大家帮帮忙转发，我需要大家的力量，因为我要为我儿子讨回公道,1
昨晚死党从新西兰打电hua来，大冬天的躲在结了冰的车里ce了两个xiao时。我们真是长不大啊，还是两条光棍。,0
期待已久的#游局网#和#大理老故事文化客栈#将在5月19日揭开面纱啦！为了庆祝这一激动人心的消息，5月18日前竞猜我们为何选择5月19日的答案并转发此微博及@五位好友，就可能获得大理老故事文化客栈“住一晚，送一晚”优惠，三个标准答案奖，五个靠谱答案奖，五个最具创意奖等着你，快快转起吧！,0
我陪你们玩玩逼养？的们,1
你的赞比亚婊子妈昨天跪着求我强奸她被我拒绝，因为我曾亲眼看见你婊子妈在马路上同时被888条野狗抽插她的大烂逼，你妈说她爽到想要起飞，你那怂b短命爹在一旁边看边打飞机憋不住就射在狗屎上，狗屎条塞进你婊子妈的血盆大逼里十月怀胎生下你这个满嘴狗屎的狗头人身杂种。你他妈别恶心人了，我送你台三星note7,你赶紧塞你逼里爆炸送你上天，滚回你的赞比亚老家跟当地野狗-起疯狂繁衍后代,1
哥布林之王在你妈逼里打开了一道异次元裂缝，魔兽军团籍此冲进来准备和你妈逼里的无数蛆虫展开一场惊天地泣鬼神的绝世大战,1
以为自己是哪头蒜啊，轮得到你对他指手画脚������装粉祸圈的毒瘤，赶紧滚远点,1
一周mei买新yi服了,0
你不说握都忘记了……,0
吃吧！,0
妈咪今天在家收快递，11来了个快递小盆友，态度极好极认真，妈咪看了很心疼，说这么小就出来讨生活真是不容易。记得以前,家里装修时，5施工队里也有两个很小的小盆友，妈咪给备饭还备汤，心肠好的人真素木有办法,0
天津海河英迪格九点过往历史和现代时尚完美结合,0
老子进小黑屋跟你妈做爱跟上厕所-样随意你妈不吃延更丹都闭经啦就当你爷俩面抽插**你妈大黑.逼,1
没有职业道德的人，我先忍了，我不是不发火，是要等你回来我一起算给你看！,0
前几天小孩打了预防针闹了三天，每天夜奶三四次，我严重睡眠不足。今天儿子一觉睡到六点，吃完奶又倒头就睡，我反而清醒的跟人丨什么一样，想起来上网发帖了。要不要这么神经衰弱啊！要不我也去早上抢购去！@大培培的幸福@唐老鸭de幸福生活@xiao1980@雨天向日葵2008,0
领导那边比基尼，洛阳现在moncle羽绒服吖,0
翻看自己以前的微博，就好像是美食类的“微杂志”。努力的做出“+++一本”好的美食微博，并不像表面看来那么简单，这需要食物长期性的对“胃”@积累，及那种“与食俱进”的革命精神！好吧，不得瑟了赶稿去了……,0
!!油价涨了，连带着运输费用上涨，牵扯各行各业，绝不是私家车$$一箱半箱油的问题，左边调控，右边涨价，经济万象，看不懂啊,0
我,日$你小二逼的小傻逼死孩子，你妈生你下来是给干嘛的,1
俺弟开滴米国代购店真心的超级超级超级靠谱~~求扩散@airan1011@金头欣@密赛斯颖新@岁月轻描谈写@花与艾莉思@halovi_lm,0
瞎感慨什么，至少亻尔还有光。我连电都没有。刚才还碰到一神经病,0
去年jin日此门中，ren面桃花相映红，校长去做了月子去啊，咱们明年一起度！春！风！校长啊，我们想念你啊，借此机会，也祝各位新老朋友新年快乐哈,0
对了~ma妈比赛载誉归来，金奖第一名！！！感谢大家的祝愿！！！,0
一包卫生巾69！69你?啊！,0
厨房滴童鞋们，工作很辛苦，请打起精神配合一下！1、2、3...茄子。。。,0
胃疼一夕匕了，@肉丸子也有小春天给泡的艸约，一屋子药味，很吓人！@主持人一凡竟然说我有前科要看着我吃完！我觉得吧，这个我的胃疼好多了没事了可以不用喝了！,0
要不是那晚，我忘了买套套，你早就被冲进下水道,1
【#超级笑星#精彩剧照】《超级笑星》第五期还有不到两个小时就要开~始~啦~！小huo伴们都准备好了没~记得今晚一定要锁ding@安徽卫视，忘记一天的劳累，和家人一起分享《超级笑星》，笑到嗨不停哦~,0
@懿???这个只得推广，又经济、实?和放鞭!,0
太可爱拉！雨再大也浇不灭我娶媳妇儿的心！只要心里开爱情的小太阳520要谈恋爱，谈到世界充满爫冖友！,0
我操你吗你也是惊天大表姊了还他妈想给老子泼脏水有这功夫把你自己被野狗咬到路上的肠子收拾收拾塞回自己那张烂嘴里吧再给老子泼脏水你直系亲属死一个手tm这么长逼脸那么大塞你妈子宫糜烂臭气熏天大黑洞里有时间给你妈治性病再倒贴我一下把你爹从坟地里刨出来送去你上班床上跟你打炮看塞得塞不住你的贱嘴,1
北方人他妈的都是傻逼,1
北京所有打车的人都来朝阳门了吗,0
【！】据马尔代夫伊鲁韦利岛海滩度假村的前宾客服务经理赵建科称，公司要求他们撤掉所有中国游客房间内的热水壶，尽管中国游客不停地抱怨，尤其是老年人和带着小孩一起度假的夫妻仍一律拒绝重新提供热水壶。而欧洲游客房间里的热水壶则予以保留。?声称“cn”的意思是“cupnoodle”（泡面）,0
这阵型有个名字叫＂犬牙交错＂！,0
果然要疯鸟！,0
haollee烘焙课堂作品#今天出炉的纯手工健???康吐司~淳朴的味道是不是更诱人？~,0
脑袋右后方长了个硬ying的东西，医生说长了个角，不guo长偏了。。。这是肿么个情况呢？难道我唱＜小龙人＞唱太多了？＂我头上有犄角、犄角，我身后有。。。＂no~~！我不要尾巴！！,0
没人没车只有雪，000?的慌.不？,0
水晶奇缘#13天前，香香从京都购回的＂千利休＂竹根双层hua器运到@徐行坊，孙老师@善因?道?可用白水晶粒铺在竹根花器下替代普通的白石子稳定剑山，制作了这个高洁雅zhi的茶花作品。时至今日，依旧风采如初，可见水晶对水质的净化和能量的补给是多么给力啊！,0
擦晚点我就忍了，可这眼看就沙尘暴了好害怕!哈#5.12#,0
gou日的成都铁路局!老子遭辐射了!,1
不知道娃这两天怎么了，老是半夜拉粑粑，昨天还好，清晨六点拉的，我知道就及时给换了，尽管在睡袋上弄了一大片，今天就惨了，都不知道几点拉的，六点哭醒的时候我才知道这娃夜里拉了，场面那个悲催ya秋衣上，还有半个背都是粑粑可怜的娃,0
你浙脸蛋不适合相亲，只适合⾮视频⽹恋。🙈,1
名额有限，欲报从速！,0
哇哇！@荡漾唔嗦的评论最实在！让我等好生羡慕！！！！,0
闺蜜私享##德太楼建外店#换了新菜单，连服务员都是新的，一问三不知。招牌的宫保鸡丁水准下降到姿色平庸级别，而那道每次必点的海鲜蟹黄豆腐也取消了，菜都快吃完了才等来酸菜鱼…好在大煮干丝味道鲜美，略有微咸外，挽回几多分数。@悦微小鱼怀念那次三鱼共餐吃的happy啊,0
米聊愿望树#我想买两部小米，我要送给两个朋友，因为许诺他们很久了，我不想称为撒谎的人。@雷军小米让我很焦虑!,0
泪流满333面，感动。,0
你生殖器疱疹还长在你阴。。蒂外部蛆壳吃着你逼里的金坷拉喝着你屁333眼里的淫水和你爸爸双飞在越南跑道泰国人妖场的快2感daybyday飞跃你的性病跨越你的种族激射你的快2感。,1
@酱酱多多看给你急的买个股票别气得背过气，你妈好不容易卖逼给你赚五十万还得给你看病！本人从不介入股票，涨跌与我无关，可惜你没任何投资机会！只能舔夏建统屁股走可悲吗学生党!?,1
我手持方天画戟在你ma逼里肆无忌惮的挥舞最后给你妈子宫内壁留下了不可磨灭的痕迹,1
过节吃庆丰包子，中秋快乐,0
我们一入夜就是粉嫩style～,0
野爹我一剪刀戳入你狗妈屁眼子,疼的你婊子妈下体yin水泛滥,你这逆子却把你妈的逼改造成了水力发电站,你可真是造福人类呢,1
一出非常好的话剧，「撒娇女王」，有关四个女人幸福的故事！爆笑中满含眼泪，数次啊，眼泪哗哗的，后悔没带纸巾进去！每个演员都好优秀！,0
老子日你妈开个高速堵车玩个景点遭汗火别个超我车我遭罚款？！霉达2年了报应也差不多了走排好运都浪们下满？重庆·美心洋人街,1
现在的死变###态真的是越来越==变态了！！吓得我都不敢玩贴吧了[怒][怒][怒],1
今日北京城，太阳?照射的地方热得汗水?直0冒$，阴处冷得跟冰窖似的。冰火两重天真是早安，新的一天正式开始，加油。,0
方==舟子胜了是我们大家的悲哀，在没有充分证据证明转基因无害之前，强推转基因食品就是图财害命！祸害子孙！方肘子大言不惭为孟山都洗白这才是真正的汉奸！,0
火车上遇到一个煞笔男，同样是站票，人家就能离亻尔远远的，而这煞笔一夕匕挨着亻尔，人家唠嗑，他特么伸长脖子看，亻尔前世是长颈鹿呀，真不知道老师是怎么教育亻尔的，有没有教养，不看看自己是什么德行，臭不要脸，谁都想调戏，怪亻尔姐姐我脾气好，没当面骂出亻尔，mlgb,1
雷死我了可……哪路大仙知道这是……哪路大仙……啊…？,0
这么大关注度的案子，也有sb在原博shuo不信[摊手]你能理解禽兽的脑回路你ye离成为禽兽不远了[摊手],1
你亲大爷的！打个客服电话几个小时都忙音。@中国移动@江苏移动还让人好好过国庆啊！,1
长崎之旅#今晚住在zuo世保的半山腰，这样的美景尽收眼底~好美的光束，jin灿灿的。赞哦...这么美，多住几日才好啊,0
不是吧？难道我今年又看不上了！@梁静isab---el，la,0
‼️‼️‼️相信如此传递的东西是人不是死的快啊‼️这过狗几把操的！居然把老子骗到朕的天命论让世人耻笑我啊‼️草拟妈的！朕还在等大神利用神力让世人为我敬仰呢‼️是不是啊‼️草拟妈的！‼️犹如骂自己一般耻辱…记住是你‼️非我…‼️我有思想有自我‼️侮辱我就是找死‼️,1
困，巨困，特别困......乏，巨乏，特别乏......上***班好辛苦，不如回???家烤红薯，严重的假期后遗症,0
又火了!,0
你爹我⽤核弹hong击你妈⼦宫并产⽣巨⼤能liang为cheng市发电,1
我手持方天画戟在你麻痹里肆无忌惮的挥舞最后给你妈子宫内壁留下了不可磨灭的痕迹,1
每月一次生日趴~~好丰盛！！我又选择性障碍了,0
@陆新之@陆苏的落花流水@曾子航爱特三个好友即有中奖机会，从业十年从未中过自己出版的书。我这辈子看过的朋友，请为我祈祷吧,0
今天跳到最high的时候突然很想，为什么美好的事物总是那么短暂，让人难以割舍！@strong弓强@安婷tanz@musicat臭臭@阳光555caddie@樊小胖胖@jw-liu2012@崔建会458,0
才到家，我姨周一回宁了，我木有现成晚饭吃了。@kevin勇敢的心你姐夫让我跟你商量下，让你娘一个月呆南京一个月呆北京!,0
韭菜炒肉丝,0
早上我和@鸢尾姐穿着t恤短裤人字拖出门，刚到酒店门口就被导游赶回去换长裤和鞋子，下午到了国家公园才发现看眼镜猴和想象中的完全不一样，根本不是动物园里那种一堆等着你看的，而是要在原始丛林里徒步两小时碰运气。各种小虫子往身上爬，走下来鞋子快废了，难不成我要穿人字拖回北京,0
whatif?觉得太不靠谱le，就像我做心理测试，即使完全不记得，也总能在zui后猛记起上次也是一模一样的选择，根本就mei有别的选择嘛！,0
亻尔女马螺旋升天后野爹我恰巧在空中放了人丨火箭推动器于是亻尔女马接到推动器之后以音速缩水飞向太空这时太阳蒸发了亻尔女马的臭bi水导致亻尔女马无法卖淫,1
我可以回家++了么。6。,0
@linda牛喜欢哪支,0
这个怎么都要听一听啊～听听声音的故事！,0
想去达尔文，想去美娜多、想去兰卡威、想qu巴厘岛、想去龙目岛。。。。。。想去的太多了！@阿历克斯2010@何欣怡-中国蛋宝宝@抗体qq@驻牙,0
还是有钱人的游戏这规则也是醉了草泥马！！……,1
别和我装你活的精彩过的幸福，也别祝我幸福，你有那资格吗,1
我知道了jj很烂，gjm抄抄抄那我为什么还要去吃屎？于是脑残粉逼逼你都没看过你凭什么说烂，凭什么说抄袭。然后顺着这个脑回路仿佛我应该去看一下。但是如果我看了，然后发现,真的很烂，估计脑残粉又会讲，你觉得烂肯定是因为你瞎%#，人家票房真的高%#。嗯，里面将会有我和和我一样的人贡献的一部分票房,1
今早6点起床，乘于下午37点过到达博卡拉，此为尼泊尔最负盛名的风景地，是尼泊尔中部喜马拉雅山南坡博卡拉河谷上的城市!驻地单间大床带洗手间，合人民币40元，在床上就可遥望山峦，迷人的地方！明日拍照上传。到后不久一直大雨还未停。,0
我他妈踹烂你麻痹你妈还让野狗舔，你说你妈骚不骚，你说你麻痹有多臭,1
在车位告急的小区里，绝望的巡逻乐n圈后、、、突然发现俺家楼下空出一个金光闪闪的超豪华车位！热泪盈眶！下车后还久久回望，太开心...??????,0
啊~~~~~真的很想吃泡面啊~~~~~！！,0
我的大阿里之行被迫推迟一年。,0
你爹我拿起一个大喇叭对准你妈逼使用狮吼功把ni妈b联动菊花肠子吼下来再和你的大鸡巴互相连接形成了一个人体大喇叭,1
莱亳州已近时第五天了，不知还要待多久，好想家啊！,0
傻？逼，1分钟你憋不出三句话，这个时间够给你妈刮宫四次了，你妈⼿脚再快⼀点的话，也有七⼋个⼈射精了。,1
他ma的！,1
特意跑到市场买自己想吃的那种面，居然两家都卖光了。最近胃口一直不好，除了辛束的啥也不想了。今晚不吃饭了，等着吃泡面当宵夜。,0
@?氏??多音字害疯了老同志们啊我向毛主席保证，张明那套孝子手绘微信使用图我早在第一时间内就发给二老了他们也特感兴趣滴看完了。这次是败给多音字和网络用语上。@??tu拉拉,0
讨厌4应酬，好想!!快点回家,0
最讨厌那种扯大旗做虎皮的！说话模棱两可不否认不认可一副你懂的的sha逼样!,1
宅男大学生真他妈的傻逼，草，妈的，平时我帮你们多少？麻痹的，回家一趟，找人拿个快递都他妈的费劲。膈应，真他妈的膈应。,1
@清chele无痕我是病的轻的好吧,0
夏天来了，可以穿短袖出门了，但是低头看，我的肚子已经挡住了脚，作为一个瘦人，这很尴尬，怪不得最近我老爱吃酸的。,0
你妈逼的还删我评论！看董先生骂的心里舒畅不少，gou日的，回去跪舔你妈去，你妈逼好吃！人家就一卖葱油饼的糟老头，店开在哪，怎么做，一天卖100还是卖200，用明火还是用电反正就一句hua：干你屁事！还有上海的政府机关要说办证，先把街面上的小摊都办上证，没证怎么保证广大人民群众的食品卫生安全！,1
见过丑的，没见guo这么丑的。乍一看挺丑，仔细yi看更丑！,1
fvk刚发完这条微博就塞进去了……亻尔女马嗨……,1
这濹牛！,0
plan4a和planb的生日礼物都没快递到，只好空着1手提头来给羊咩咩过生日。我是多爱天秤座，天@秤月买礼物买到要破产。羊羊羊，恒源祥，祝@caress_小童鞋又老了一岁，哈哈。?,0
八国联军在日你的婊2子妈的时候没给你做好胎教吗,1
打回去啊，他先动的手你打死他顶多防卫过当。打不过直接躺地上，报警给家人打电话然后装死就行，麻痹不把你逼得卖儿卖女我就枉为中国人,1
东方卫视跨年晚会#期待#五月天#@马婷婷--@马一名@懋懋mark@梦琪是哆啦a梦蓝胖子-_-@魔彩mc亚奥店-张鹏,0
【互动环节二】原来@徐德亮老师还会弹琵琶！真是真人不露相呀~~~#正大综艺微直播#,0
10!!!==0岁的老太婆遭遇了爱情？,0
现在流行欺诈营销？账单打出来又贵了10倍？我，，日你...妈！嘉兴·江南大厦,1
有一种畜牲，长得很像亻尔,1
今早看微信发现一朋友的早晨蜂$蜜成了一只###蜜蜂的琥珀这到底是幸运还是不幸啊我是说蜜蜂,0
刚拿到一新本儿，谁没有谁去考吧,0
难过，巴西还会见到他ma?,0
暹罗猫##liao寥的居家生活#你就非要咬我裤子嘛！,0
大过节的，本不想骂人，可亻尔丫如此壮衣tm孙子，纯粹是在找骂。那就满足亻尔：亻囟儿夂辶畐，去亻尔女马的！[怒骂],1
@o0依一0o@eleven豚@newnew_zx赐予我力量吧，我也需要雷锋,0
xxx批着鸡皮又勇猛上岸不知你那倾情卖逼的野妈猪腿一张淫逼骚水喷涌而出我只好朝你妈松穴投放原子弹炸去厄立特里亚原始珊瑚礁群上方血肉分离。而你这只疱疹鸡带着你那祖籍越南的废物xx在你奶奶逼里-路滑翔直线从508米下坠穿裂101。,1
不该再走动,0
当心上火。。,0
还有一个口丩“开胃鱼头”那个是绿色的剁椒稍辣一点呵小编滴最爱！,0
爹顺手一杆子刺穿你婊9子妈臭逼跟你狗爹尸体穿在一起以110迈速度将你婊9子妈智障爹扔去月球以示地球人热爱和平,1
一起寻找被遗留在心底的青春吧！#致青春#,0
真美！！！,0
还有更有爫冖友的,0
daqing早，没个hao事,0
真心觉得这见人脸皮厚，收了多少推广费？,1
。。。娜娜！！！！！你们这是要叫嚣啊？？？！！！！！@小_爷儿过来！我也要吃！！！看着太美味了好么！5！！！！,0
在@calvin_zhu的style给我打过电话之前，我连赢三把。接了亻尔丫电话就在也没成过牌。尽帮别人点炮了。以后我打牌禁止以任何形式打扰我！@木?是式我觉得朱老师可以去shi了。。。。,0
