text	label
是吧，你实践过?这样来说歪果仁传给国女，国女传播慢?你调研过啊?找了1000个男的和1000个女的互相传播?男的找女人上床要么帅，要么出钱，要么其他我，有成本，女的没有传播成本。传播原理是一样的体液交换，你哪来的女传男低，还说患上艾滋病后正常吃药活的很久呢，你也信?很多三五年之内就得死，什么活的很长。	1
比如在父母面前抽烟的大孝子行为	1
来看看蝈女的素质	1
长得丑就活该被变态骚扰 这什么逻辑	1
还说什么中国男人配不上中国女人的鬼话，真是带出一个好节奏，全球家庭暴力也好，情侣矛盾也好，都是人类共有的特点，非要扣帽子说只有中国人会这样，真是离谱！	1
哈哈哈哈哈笑死我了，籹拳帖子下面全是鸡或麦片的这波叫做产业集聚	1
告诉她们，我家牛栏的公牛最近发春，吊又长又大，是真的大，不是怕片宣传挑出来的大，送给她们夜夜春宵，免费，没艾滋病	1
应对的办法是走出去外娶。对于郭女，绝大多数郭女卸妆和恐怖片差不多。我是没有做推土机的欲望	1
看图中这个不是反同的，同恋该时候承认是精神病了	1
中国大概2016年取消了入境艾滋病检查，南非的艾滋病病毒携带者高达25%，这还是黑非洲经济最好国家，其他的。😆😆你仔细想想。	1
在所谓“自立自强”中走向极端，然后彻底反智。管中窥豹，略见一斑，权拳二象性实乃真知灼见PS：素材来自吧中某帖一个破防幕刃的主页，欢迎仗义之辈同去屠?	1
老外很老，一般发育早，在它家乡可能有老婆孩子了。20多岁相当于人类30、40岁夹你，你别回复评论。永远也改不了黑猩猩劣质人的性质。全世界都不欢迎黑，即是到了美国政治正确的国家，也不要你们，马上遣返回老窝。	1
反变态吧吧名简洁明了，一看就懂	0
说得对，我们没法分辨谁是烂裤裆，那只能摆烂或者先自己变成烂裤裆了😄	1
我感觉男同性格残缺或是怪异的可能性很高，和普通人相比。有些人是因为某些事情刺激后天成为男同，然而这类人也容易变得很怪，很极端，甚至很恶心。我指其中部分人	1
妇女权益保障法（修订草案）征求意见正在进行中，大家有意见赶紧去提！	0
还得看咋陕西爷基佬死于艾	1
所以请跟着外国男出国不要留在中国，尤其是默	1
小仙女日常精神病	1
图灵还要什么争议？帮助祖国和世界战胜了法西斯，然后却被自己的祖国迫害，悲剧自杀，图灵是反同碰不得的	0
（仅代表个人观点，不喜勿喷，杠精走开，并无嘲笑和讽刺的意味，如果有哪里语言不当致歉，如果有言论冒犯抱歉，只是单纯的觉得，我家里上有老下有小，请杠精远离，另外我父母还健在，不是孤儿，受过教育，非杠非黑，并无敌意，仅表达字面含义无讽刺、暗示意味，仅代表个人观点并无意引发论战及侵占公共资源，语言不当之处请见谅，本人尊重一切，若本回复冒犯到您我诚挚表示歉意，若您不赞同我的观点不必特地回复我）	0
你不是字吗？郭南郭朒分不清楚	1
没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	1
它们只会骂中国男性，🐑跌跪舔还来不及呢	1
混血，眼睛是蓝色，混了白皮猪的血	1
世界卫生组织周三建议男同性恋者及双性恋男性限制其性伴侣的数量，以避免自身感染猴痘及帮助降低该病毒的传播速度。世卫组织猴痘专家罗莎蒙德·刘易斯表示，男男性行为群体目前有着最高的猴痘病毒感染率。目前的感染案例中，有99%的感染者为男性，这些患者中又有95%发生过男男性行为。	0
我的一个朋友在非洲工作过三年，他说只要是女的嫁给默，基本劝她辞职，要不就拿默的工资，一两千，没有回国假期，不报销任何费用，没假期，	1
确实，这点得学着人家小棒子	1
先解决孩子安全问题再说吧，基佬炼铜是人尽皆知的	1
骗婚什么时候没被抵制了吗，这本来就是个错误的行为啊，但你说的是抵制男同这个群体	1
看到你这帖子，确定你就是***媚嘿奴隶了	1
你们同性恋不包容反同可以拉黑对方龟缩在家里不见人见光就可以了，你们同性恋不需要来这个吧，有拉黑功能可以让你们逃避现实活在自己的世界里。同性恋太丢脸太恶心了一定要拉黑回避正常人。反同是正常的逃不逃避拉不拉黑你们也是正常的但你们同性恋是不正常的不能见人见光所以需要拉黑我们反同才能逃避现实活在自己的世界里。	1
国人为什么崇洋媚外？因为我们从小就被这样教育的，外国人比中国人好，比中国人强。而小学女生比男生学习更好，学的更深入。哪里见了外国人不去死贴啊？结果黑人也是外国人，国人都想去做朋友，结果男的被骗钱，女的被艾滋加骗钱。	1
但是默我真的很讨厌	1
冲，我们今天都是肖万	1
这个鸡佬，喜欢精神胜利，是一个辣鸡，真是笑死人	1
怼女拳的角度多了图里这位说的跟你说的没有冲突	0
真的牛批嗷	0
以偏概全，就是你的思维方式？希望你早日脱离这种落后的思维方式，八婆其实也是一种落后的思维方式导致的行为方式。@百舸争流	1
杀软谐音，狗才用	1
支持正义执行！txl再不管管，气候变暖又要加重了。	1
原来这就是传说中的冒充理中客，带歪不明辨是非的人呀😎	0
那还有假，这些黑醋最喜欢做的事就是伤害别人，干违法乱纪的事	1
这问题让我明白为什么基佬在唐山不会被打。基佬染艾原来是为了防身！	1
每个在华黑人都会有3个以上的eg	1
最离谱的是冒着风险跟他媳妇儿pp还生孩子了他是什么nt这跟医院检查有什么关系他在不确定风险的情况下跟媳妇儿pp不就是对他媳妇儿的不尊重吗也没给他媳妇儿当个人啊他媳妇儿不过是个繁衍工具罢了吧不先想想能不能对得起媳妇儿紧着转移话题赶紧离了得了	1
这个鸡佬，喜欢精神胜利，是一个辣鸡	1
当你扔出去一块砖头，狗叫了就说明砸到狗了😆所以如果问心无愧就不要对号入座	0
蓝鸟上骚女和菩萨被开除女籍了	1
真的有些腐癌还有喜欢基，雷百合的，还是好看的基，这也太双标了	1
四年后的江西人默默走过，并给你点了个赞	0
根据大数据所得，100%的女拳都是智商低劣，且具有严重基因缺陷的下等物种，来源《就你会编？》	1
其实我一直觉得，在这个自然界之中，没有任何完全一样的人，在男性之中区别就很大了，有的男性可以做到总统有的男性只能做乞丐，每个人都是不一样的，更何况男女	0
我们不歧视歪果仁，我们只是教化穷人	1
因为知乎上自称歧视黑人的中国南方人只嘴炮，现实见到黑人p不放一个，而白人歧视黑人不网上歧视，在现实见到黑人常常敢动手	1
坏起来了兄弟们，原来真有荣誉女人	1
微博拳师马上传送	1
评论区更恶心，女权真是吃人不吐骨头！	1
双标给他玩明白了	1
原来竟然是同物种啊	0
狗咬狗中必须要分清谁咬的第一口？问题难道不是两边都是狗吗🤣	1
上小网站看看视频。黑男黄女一大堆，铺天盖地。但是黄男黑女你能找到吗！你喜欢玩人猿泰山是你的事！别扯那么远好吗！	1
建议国男们别在仙女朋友圈里出现	1
老外付1％的责任，锅女付99%责任呗，那老外1％责任在于自己掏钱买的机票，自己办的签证，而不是锅女帮他们买机票，办签证	1
政策，tm的看个足球赛是互撕大战，山东葱，东北啥啥，什么都有。	1
直佬日常迫害正常人	1
宇宙畅销反同漫《反同少女泼》改编的反同动画《反同小猪》将于近期开播，依然是邀请银河系反同天王艺人阿泼担任主演。该剧讲述的是一个平凡的反同小学生小猪拯救世界的故事。还等什么呢？快快拿起反同棒，跟随者小猪的步伐一同收集基佬牌吧！	1
作为一个gay，我不觉得这种态度有什么问题啊……这篇回答简单说就是：你爱逼逼你逼逼，关我屁事。	1
幕刃讲的不是汉语是亩语	1
这也就是网上，有能耐过来当着我们面说我家乡不好试试，上面的，有一个算一个，蛆	1
阿哲，好像陈浩民张卫健吴彦祖古天乐尹正他们的帅我挺欣赏的，至于现在的娘炮，对不起那些女拳拿这些娘炮当例子还说人家嫉妒，真是笑大牙了	1
我是女的，大哥。在学校里真没见过女生跟黑人一起的。大部分人都是普普通通来上学的，想法跟我差不多的，现实生活中真的没那么多媚黑女😅。跟同学们去体育中心游泳（游泳必考），来了几个黑人在我们这个泳道游，然后我们赶紧躲到其他泳道去了。	0
男人是被社会上层打压的奴隶，而女人只是奴隶的仆人，这就很有意思了，男人总是抱怨社会的制度，女人总是抱怨男人占有了她的权利。现在所谓的新时代女性，不过是想从奴隶的仆人位置中跳脱出来，想和男人一起做奴隶。等到新时代女人完全有了和男人差不多的权利，女人也会和男人一样抱怨社会制度。毕竟阶级上层控制着奴隶，制定规则和掌握着奴隶们的资料，下层的奴隶只能遵守规则活活被剥削，上层贵族在享受生活，下层奴隶在受苦受难。	0
我也感觉...其实现在表面上多少人接受同性恋，就是跟风而已，跟风瞎yy别人的人更恶心我觉得，就拿我同学的例子来说，别人以为她是同多少想远离她，哪像网上说那么好听	1
不就是因为觉得自己恶心吗？什么撞号，分出个1啊，0啊的，简直是笑话。自己歧视自己的群体，应该是个垃圾群体吧。你们谈恋爱有多少人能超过三个月？嗯？不肯一起努力，捡现成，摆烂，物质主义，为了金钱抛弃爱情是你们这个群体的永远主旋律，像张国荣，图灵那样优秀的能有几个？恐怕优秀的人才是你们这个群体的少数派吧，不然你们怎么会经常性恋爱，每一段恋爱都逐渐使你们走向孤独终老的最终归宿。哦，我忘了，你们大多数人压根就没有老的机会，这个群体提倡的主要生活方式同样糟糕，你们真的觉得自己能活过五十？好了，我说的应该都是事实吧，死基佬们应该哑口无言了吧。	1
好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	1
男同喜欢封面上的那种?	1
朋友说河南人偷井盖很正常	1
圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。	1
那我们也有鄙视的自由啊，可以鄙视xx癖就不能鄙视媚黑癖吗	1
是的，反感和歧视不一样，我反感毁容的人，看着特别恶心，但是我不歧视毁容的人，我觉得他们和正常人都是平等的人	1
你凭什么假定这位男士的x别？你怎么知道他不是生理上的男x，心理上的女x。照这么说的话，她应该是通讯录才对。	1
你早点蛆丝	1
不是我逻辑混乱，而是你根本不理解我在说什么。对方说因为做某些事情同性恋居多，所以就应该认为所以同性恋都有很高几率去做这个事情。我用强奸来类比，是说如果这种逻辑成立，那么因为大多数强奸案都是男性做的，那么就应该认为男性也都有很高几率去强奸一样。性取向和某些行为根本就不挂钩，就像性别和强奸也不挂钩一样。无论是强奸还是这个人前边提到的行为，都不是性向和性别的原因造成的，而且其他多重原因导致的，用性向或者性别把整个一个人群全都一棍子打死就是有问题的想法。	0
只是发图片要钱，给你们看看这些媚黑女，推特一大堆，国内也有，啥玩意儿	1
死掉的嗨人是好人	1
准确来说这种动不动就删帖是经过虫类及其它们后代虫混亲儿子республиканскоеправительство默许及其跪虫族和香蕉奴在背后搞的鬼	1
支持支持支持，女拳成了全女社区，更支持	1
毛线道理，两个视角的解读情景都不一样。最重要的还是故事里的选择仍是被动接受命运。但只要是人都一定会有被动的时刻，而不仅仅只是奴隶才有。	0
魔怔人还是要早点拉黑	1
根本不是。南方又不是大草原，土著极多，中原人只能以文化岛的方式存在于“杭州”等几个城市，然后迅速被周围的土著彻底同化。杭州曾经流行过开封话，仍然被土著们同化成了“吴语”。根据基因检测，南方本地人的血统和东南亚基因完全重合。一个中原人，如果子子孙孙都娶土著，中原血统早就消失干净了。	0
人和人差别大，不是因为地域的原因，而是家庭环境造就的，同一片地方，不同的家庭，教养出来的人素质就不一样。不知道为什么大家不去找个人原因反而去给地域贴标签，这属于一种惯性思维吗？	0
我不恐同，就是单纯的厌恶，觉得恶心，不为别的，就为txl群体传播x病，还要骗人形婚，毁人一生。运气差一点的，只是被骗婚。运气再差一点，被骗着生个孩子，把孩子也毁了。运气差到爆的，被人骗婚，还被传染上x病，这就是txl群体干的好事。	1
记得看过一本隐喻黑人的悬疑小说，揭示了黑人的丑恶嘴脸，主角好像叫肖万来着，还是肖旺	1
我做不了吧主。坚定反黑。	1
嫁给他，就跟他回非洲啊。黑人敢打我们的抗疫英雄，洗不白了。举报三非，收入不菲	1
批站，翻墙看	1
原谅？😆什么🐢楠	1
所以你一直看一个中年啤酒肚人字拖大叔和肥胖宽腰垂胸大妈天天搂搂抱抱亲亲的同样恶心吧。所以是个人形象的问题而不是同性的问题啊。	0
人家发个表白墙碍着打拳什么事了？现在大学里男生果然变态很多呀，还偷拍别人，建议报警	1
如果女孩和非洲男孩的地位是想匹配的，你们会批判吗?娶非洲老婆问题下面:答主是农村光棍，娶非洲女孩 ——祝福答主普通人娶的是北非女孩，白皮肤—羡慕答主父母体制内高管，娶非洲女孩，父亲气的吐血。——不值得所以如果女孩和她想匹配的非洲男孩恋爱，其实我们是可以接受的? 只要女孩不倒贴不双标。只是这样的女孩有点少。	0
这母猪看面相就不是个好人	1
你别结婚，别找对象就不用这么瞎操心了，省的秃得早	1
可以找 也有接受的 不藏着掖着就不会有人说你什么 狗狗那么可爱还有人不喜欢呢	0
既然你们这么厉害，先把在南方打工数不胜数的北方人都请回北方去吧，别留在南蛮之地委屈了自己又为南方人贡献经济了😄	1
这关普信男什么事呢？	1
你说得河南人偷井盖才是无关紧要的，都带调侃的味道，但广东是在文化种族等方面被黑，你别混淆视听	1
说明我国还是有一些封建思想余孽的	1
不错，，妈的，，我算是知道了，，	1
珍爱生命远离幕刃	1
举个例子 只有会咬人且凶悍的狗 才会在大街上 见到人就叫 甚至去咬，然而大部分宠物狗是不敢这样做的，除非饲养的主人是个脑残。你懂我意思了么？友善	1
我们应该联系男权吧，就算大男子主义再怎么样也应该不会支持男同，更别说女同了	1
别，黑的血肉我想想都恶心	1
也不一定，人家说不定是找到了获取大批流量的方法呢	0
国外有敌对黑恶势力，收买国内一些下贱二狗子汉奸在国内做恶意引导～	1
反正基佬来山东河南河北 只敢学艺术文科	1
绝大多数郭女离开化妆美颜啥样自己心里没数整容之后能不能看都不好说	1
男生的钱也是钱，男生的钱男生自己花！抵制舔狗，拒绝上贡！经济自主！	1
反串母狗冲掉就对了！	1
相比较来说我觉得普信男还可以一不危害社会，还能自强不息。相反对社会危害最大的是那些既当婊子有立牌坊的人，这可不是什么荡妇羞辱，相反我对一些光明坦荡的性开放是持欣赏态度，现在某些群体又当又立的行为一直到了颠倒黑白混淆丑美的地步了。	1
拳师正在反思中……	0
龟仙人只会舔	1
我得提醒你一下gay一般即使看上直男也是想被上，不要操那么大的心😅	1
七尺大儒猴？	1
你也不用着急，我的目标就是让那些思想保守，为了结婚不得已被国女疯狂割韭菜的中国男性，可以开眼看世界。让他们明白，这一代国女是个什么货色。第一手开始拆房子的是女拳，既然你们已经开始拆房子了，那就把房子烧了，谁也别住。	1
行，没问题。我就觉得中国外娶率超过涉外婚姻的九成才是正常的。配得上国内女拳发展的。	1
😄我一路人又不跟她上床，她又怎么知道我的尺寸然后跟她前任比。就是单纯歧视eg	1
什么法西斯	1
那种鬼畜幕狗别理它	1
尊重个屁，女拳这麽不尊重男性。要特权才是真的	1
这个图应该是隐喻就是国际母猪与龟奴公猪跪舔入寝者	1
是的，我是一位专业打击👊同杏恋的职业人士，我每天的工作就是观察👀谁是同杏恋，并且加以记录📝和跟踪，如果出现同杏恋有关的消息我会第一时间冲到现场，对其进行打击👊，打击你们同杏恋就是我生活的全部，我热爱我的工作，如果你们身边有同杏恋请告诉我😡我会狠狠的惩罚他们，谢谢🙏	1
我们这些原住民终于可以爬了	1
嗯，马上就有人说河南人偷井盖了。	1
不会真有人想和小仙女结婚吧不会吧不会吧	1
很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条	1
我只是说有点伤心 没有很大的意见 太让人伤心指的是前面湖北发布关评论那件事 再说了 读错了我不能有意见？因为有意见所以被黑？你什么逻辑？我们受委屈都得憋着这样才不会被黑吗？反正我这个评论发出来说什么都会被说代表河南人的立场，我不想说太多，我要是没发这段话真的想让你知道你自己是什么牛马	1
恶心！滚去非洲，别把串串留在中国	1
男同也会喜欢熊类，男人的身体魅力好不好只有正常的女人才知道	1
性需求没错呀。性需求排第一蛮出名而已。	0
谷爱凌这波风头，有没有可能是老美反向宣传？趁着跌停的出生率，鼓励外嫁！或者宣传白人至上？刚才还有个小仙女怼我呢，说我影响人家改良中国人基因了，说我酸黄瓜酸死了我让她找她爸去了！	1
你妈是买的吧	1
归根究底，广大普通女性若是靠近普信男，会不幸。这是最正确的结论。	1
默，沙东，这昵称有点东西	0
我在南方，这边人也不喜欢你们，好像。多从自身找原因，我在抖音聊天室，骂人最狠的就是东北人。。。。火药味十足的聊天氛围。。。。	1
你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际鬼子虫类及其它们后代虫混的理由对于你这点居心叵测的小心思我早已看透	1
这些女人真恶心，	1
黑河南和北方 最严重的是西南地区及东北地区 都是一群南蛮搞的鬼 他们没什么本事 只会在网络上破坏民族团结 搞国家分裂 因为他们有着不为人知的优越感！	1
小仙女的后宫可以贷款帮她完成任务诶	1
人家不就说了个普信男吗，又没扫射全部男性，可就是架不住有些人着急对号入座😄	1
伞兵，我是友军，没看我是高级黑吗	1
用定时化学武器消灭黑贵人，不留一丝痕迹。	1
哪来的新闻，这样的新闻没上热搜不合理吧，警惕对女性形象不好的新闻所以小仙女勒司机脖子的新闻上不了热搜，这种拳师都爱看怎么没什么动静啊，不要把侮辱烈士的和拳师混为一谈好吧。还有不知道为什么每次说拜金女，普信女，女生都爱矫情，不要靠近♀，会变得不幸，总有人出来对号入座，你没有上述特征自然不是在说你喽。又开始急了急了🐶😆	1
恐怕从这个尼从出生到现在都没洗过头吧！太恶心人了！光看到就反胃！这女的居然不嫌弃，看来是真爱了	1
新的反通讯录十二字方阵挫其锐，解其纷；和其光，同其尘。挫其锐：1、通过言语公鸡来挫伤通讯录的锐气，使其不敢安心出柜。2、使用科学的理论来攻击通讯录的谬论，挫伤通讯录的信心。解其纷：瓦解通讯录纷乱的理论，坚持以下真理。1、通讯录欲望产生的特征是天生的，而欲望产生的对象则是后生的。2、人的欲望并非一开始就那么强烈，而是通过x幻想和自卫不断强化的。和其光：让通讯录自己意识到通讯录的坏处，从而弱化其当通讯录的信心。同其尘：让通讯录意识到自己并没有多特殊，其实自己和他人一样。并帮助他们变回正常人。	1
像郑若璘和潘庆林和吴宗宪等等等一大批非常多民族豪杰都在反国际鬼子虫类及其它们后代虫混这些入寝社会的入寝者可是这些人在跪虫族眼里基本上都是键盘侠	1
大家举报吧，有这一类人真是种花家的不幸。	1
幕刃和理客中一样恶心	1
首先我们应该先搞清楚通讯录骗婚的目的。有很多通讯录宣传说同性恋骗婚都是被父母逼的。这根本是错误的。因为现在的经济制度下，社会结婚率每况愈下，都快成为社会问题了。这说明外部的结婚压力已经没有大到必须要骗婚的程度了。这说明通讯录骗婚不是被父母逼的，而是其本身有生殖的欲望，又怎么能说同通讯录骗婚是被父母逼的呢？只要代运没有合法化，通讯录为了其本身的生殖欲望而进行的骗婚就不会停止。而代运作为一种对女性的物化是具有很大的弊端的，怎么可能随便通过？且通讯录是否是正常的，其成因到底是什么都没有一个结果。又怎能随意给其养育孩子的权利？而且即使通讯录是正常的，就拿他们庞大的基数来说哪来那么多人给他们代孕？比起骗婚问题代孕问题更加重要。想通过代孕来解决骗婚不过是从一个小问题变成了一个大问题。与其通过妥协来解决骗婚问题倒不如解决通讯录本身，通过限制通讯录宣传，加强对通讯录的监督，自然能够解决骗婚问题。而不是本末倒置的去允许其获得更大的社会权益，进而增加更多的社会矛盾。	1
当那些不懂英语的人把国外说唱哼几句就觉得自己很高大上，我个人感觉很恶心。我都不知道好听在哪里，只能告诉他们，不懂歌词就好好查一下什么意思，英语都不好好学，就说自己是说唱爱好者。那些黑人也是搞碰瓷的，平时跟自己的种群都叫N字开头，自己的说唱词里面见怪不怪。但别的肤色就不行，说了肯定要龙虎斗。还有就是他们侮辱女性都是b字开头，在大漂亮，那些女拳都拿他们都没有办法。说真的，他们都把包容都在纵容。	1
广告宣传是女拳重灾区，也是私企现在唯一被女拳把持的地方。不认品牌，让私企裁掉广告宣传部门，网络女拳消失一大半。	1
有很多种原因，黑河南、黑北方的都是南满	1
恐同怔：恐惧TXL不单单是异X恋者的问题。同X恋者中的恐同者也很多。给药：他们大多受环境影响，因为周围的人都不接受txl，导致他们自己也无法接受自己是txl者，从而非常害怕承认自己的txl身份，伪装成异x恋骗婚以隐藏自己的x取向，有的甚至攻击同类实质完成自虐，现实有诸多例子。如果自己都不能接受自己，甚至因此恐惧与自己相同的人，那么这样的人一生将活在痛苦矛盾挣扎之中。这类恐同者需要增强自己的自信和勇气，不要人云亦云，不要跟风，要有自己的主见。	1
知道点皮毛就来妄谈什么主义。民族主义是你理解的那样？人类对待一个群体，一般有两种模式：黑名单及其白名单模式。标出项是确立独立于群体的好人与坏人。黑名单模式：一般情况下，一个正常，品性较良的团体，会使用黑名单标出其中的品格劣等的人加以防范，采取一定措施，避免造成社会不安定等消极结果。白名单模式：在特殊情况下，出现了一个风评极差的群体，例如黑人，在这种情况下，使用正常的眼光对待已经不适合了，人们首先会把这个群体默认为极具危害性加以防范，但是会设立一个白名单，标出其中的异类。这两种情况，对于“劣“的证明会有较大区别。黑名单模式因为”劣“为少数的被标出项，基于公平原则，谁举证谁调查，所以只有当”劣“被识别者圈出来的时候才会去标出。而在白名单模式下，”劣“是普泛的，基于经济原则，被标出项需要对”我不劣“（非洲医生）自我证明再达到标出。但注意以上两点，都不算”歧视“！！这些都是基于历史（包括当下）得出的结果，是有行为接续性的，真正的歧视是无历史无缘由的标出，其原因不会最终落到被歧视主体头上（比如对亚裔的歧视是黄祸论的结果）	1
这种就是典型的废物龟♂了兄弟们，大家引以为戒	1
最后两张肥猪	1
幕刃应该把他自己和女性割裂开	1
“不仇女未必能让女拳消失，但是仇女一定不能让女拳消失，甚至会反向壮大女拳”中华大地压迫了女性几千年，也没有出现过女拳这种物种，可见女拳也不是仇女壮大出来的，而是平权放任出来的	1
地域黑比较典型的几个，按大区域东北被黑，按省河南被黑，二线城市武汉被黑，一线城市广州被黑🤣	1
这些话不是他们说的***暴毙如何？敢不敢赌	1
这幕刃直接经典我一男的	1
不在中国地盘繁殖混种默，一切都好	1
很多基佬也弯变直跟异性结婚了，每个基佬跟异性结婚变回正常就没有同性恋出现，世界更美好。基佬反正都需要异性，应该专心治好病传宗接代孝顺父母	1
变态同性恋，用词精准	1
找不找我不会批判，但是你找了之后还要来得瑟一把，我就要批判了，最好这样的女孩子找了老黑之后跟着他回他的非洲大陆	1
你们的武士道精神呢？一刀劈S这个嘿蛆	1
成天带妹的舔狗能不能死啊	1
警察还不让看脖子以下，下身是什么情况，几刀，割哪里了。每次看宁波工程学院黑人杀害我们国家大学生，和国内当官的，学校教育的蠢作为。我肺都气炸了。	0
这种垃圾不值得生气，他会有报应的，现在就身染艾资，想害更多人	1
现实里女拳没网上猖狂可以了	0
我们人人祖传18代偷井盖，上古时期就开始了，井盖都是我们发明的，不然不好解释怎么上古时期开始的。	1
表面不说 确实南方普遍其实北方 主要原因是以前穷，大量的人口流动，尤其是河南安徽山东东北大量人口汇入南方，其次四川人也很多到处走的，现在少了 但以前很多的犯罪活动都是外来流入人口做的	1
一眼真，也就母畜能干得出来这种事	1
你需要更多的黑吉拔	1
